股票代號,股票名稱,券商名稱,買進金額,買進股數,賣出金額,賣出股數,買賣超金額,買超比率
2031,新光鋼,永豐金,10159700.0,9666000.0,8506060.0,8641000.0,1653640.0,2.3369574894877614
2882,國泰金,日盛-大墩,3215710.0,679000.0,0.0,0.0,3215710.0,2.291385814173371
2313,華通,元富,3065560.0,1545000.0,1487640.0,724000.0,1577920.0,2.2567537997050913
3526,凡甲,凱基-台北,1400690.0,1139000.0,48300.0,30000.0,1352390.0,2.2547183715224497
2436,偉詮電,凱基,23737460.0,17697000.0,18810740.0,14243000.0,4926720.0,2.205459814815901
2034,允強,統一,5814000.0,4294000.0,3395600.0,2712000.0,2418400.0,2.18234097760285
3264,欣銓,永豐金-大園,2681820.0,909000.0,29940.0,14000.0,2651880.0,2.1767218612109573
2401,凌陽,國票,17587980.0,5143000.0,12248090.0,4246000.0,5339890.0,2.1638703604235356
2351,順德,元大,10720190.0,5800000.0,9162900.0,5494000.0,1557290.0,2.157808252432902
6706,惠特,元富,5528690.0,6203000.0,3588130.0,3830000.0,1940560.0,2.1527505988244493
2436,偉詮電,國泰,21781230.0,13033000.0,16997130.0,10529000.0,4784100.0,2.1416155779221775
6261,久元,群益金鼎,8485580.0,5659000.0,6521380.0,3872000.0,1964200.0,2.116375436080872
2344,華邦電,元富,3706460.0,2982000.0,1261000.0,922000.0,2445460.0,2.0414265693822577
2409,友達,元富-吉利,2427600.0,1926000.0,0.0,0.0,2427600.0,2.041101337116439
2313,華通,康和,2113870.0,1127000.0,688810.0,377000.0,1425060.0,2.0381322055666553
8081,致新,日盛-新莊,4094870.0,2329000.0,38660.0,26000.0,4056210.0,2.0261421747681934
2727,王品,兆豐-員林,1309660.0,802000.0,17500.0,10000.0,1292160.0,2.0222301967658654
2023,燁輝,群益金鼎,20383410.0,8902000.0,16913600.0,7826000.0,3469810.0,2.021590369105518
8069,元太,元大-南投,2614700.0,2726000.0,57120.0,23000.0,2557580.0,2.015947041407479
2454,聯發科,元大-台南,2937740.0,1759000.0,480100.0,481000.0,2457640.0,1.9641957306451827
3264,欣銓,群益金鼎,11672910.0,5761000.0,9283330.0,4665000.0,2389580.0,1.9614202094787394
3317,尼克森,元大,23307960.0,12660000.0,21612050.0,12924000.0,1695910.0,1.9588162439299173
3691,碩禾,華南永昌,4566980.0,4255000.0,3184750.0,2701000.0,1382230.0,1.9347907638212338
8069,元太,凱基-高美館,2454000.0,1200000.0,0.0,0.0,2454000.0,1.9343027547970946
2327,國巨,國泰,12007740.0,6208000.0,7070640.0,3975000.0,4937100.0,1.933257790181912
5471,松翰,元大-西螺,5539440.0,5852000.0,2302230.0,1977000.0,3237210.0,1.9281237106844178
2340,光磊,元富-吉利,2322970.0,1646000.0,1005200.0,939000.0,1317770.0,1.925854520578015
8086,宏捷科,元富,9747120.0,7560000.0,7145240.0,6291000.0,2601880.0,1.9089312683349675
3016,嘉晶,凱基-岡山,2388250.0,975000.0,74450.0,45000.0,2313800.0,1.9046878964155352
6261,久元,康和,3325270.0,2320000.0,1559740.0,1010000.0,1765530.0,1.9023135748212308
6182,合晶,凱基,25610150.0,15688000.0,21860010.0,13846000.0,3750140.0,1.9018215930746663
